1	0.02742281503591083
2	0.03819606380001866
3	0.05638466560955135
4	0.06454621770357243
5	0.07737151385131984
6	0.08945061095047104
7	0.10115660852532413
8	0.11295588098125176
9	0.12265646861300251
10	0.13333644249603582
11	0.14005223393340174
12	0.1444361533439045
13	0.17461057737151386
14	0.17628952523085534
15	0.18216584273855052
16	0.19153996828654044
17	0.2010073687156049
18	0.21956907004943568
19	0.22511892547337004
20	0.22838354631097846
21	0.2404160059695924
22	0.2493237571122097
23	0.26527376177595374
24	0.27212946553493145
25	0.27856543232907377
26	0.2888256692472717
27	0.29320958865777447
28	0.31270403880235054
29	0.31498927338867644
30	0.32310418804216023
31	0.32641544632030595
32	0.3321518515063893
33	0.3422255386624382
34	0.3605074153530454
35	0.3651245219662345
36	0.373192799179181
37	0.35285887510493424
38	0.39935640332058575
39	0.3899356403320586
40	0.3931069862885925
41	0.4009420762988527
42	0.4033672232067904
43	0.420296614121817
44	0.4192239529894599
45	0.4302303889562541
46	0.4334950097938625
47	0.4357802443801884
48	0.44855890308739854
49	0.4480925286820259
50	0.4613375617946087
51	0.4630631470944875
52	0.46157074899729506
53	0.48213786027422817
54	0.48199794795261636
55	0.4938904952896185
56	0.4903460498087865
57	0.5055498554239344
58	0.48936666355750397
59	0.5094207629885272
60	0.5136181326368809
61	0.5180953269284582
62	0.49337748344370863
63	0.5489693125641265
64	0.542160246245686
65	0.5404346609458073
66	0.5582501632310419
67	0.5268165283089264
68	0.5604887603768305
69	0.5601156608525324
70	0.5636134688928272
71	0.5757858408730528
72	0.5744333550974723
73	0.5800764854024811
74	0.5864191773155489
75	0.5898237104747691
76	0.5905232720828281
77	0.5967260516742842
78	0.6100643596679414
79	0.614075179554146
80	0.6185990112862606
81	0.6222833690887044
82	0.624335416472344
83	0.6402387836955508
84	0.6396324969685664
85	0.6518048689487921
86	0.6486335229922582
87	0.6213972577184964
88	0.6991418710941144
89	0.6693405465908031
90	0.6737711034418431
91	0.6807200820818954
92	0.6777352858875105
93	0.6937785654323291
94	0.7036190653856916
95	0.7095420203339241
96	0.7213879302303889
97	0.7191493330846003
98	0.7276839847029195
99	0.805708422721761
100	0.6740042906445294
