b@1@1	0.6274412570018579
b-H20@1@1	0.5309822154509474
b-NH3@1@1	0.43923084828269987
b(iso)@1@1	0.38428198673348113
b-H20-H20@1@1	0.24295674331653927
b-H20-NH3@1@1	0.28527472238427315
a@1@1	0.0
a-H20@1@1	0.0
a-NH3@1@1	0.0
y@1@1	0.6141145235691688
y-H20@1@1	0.4640255512800797
y-NH3@1@1	0.4559250915681493
y(iso)@1@1	0.3430001682619942
y-H20-H20@1@1	0.2539191680647108
y-H20-NH3@1@1	0.3591949168593058
b@1@2	0.6214124335237858
b-H20@1@2	0.3933684060389073
b-NH3@1@2	0.35016274032618144
b(iso)@1@2	0.44063586641252683
b-H20-H20@1@2	0.13075879169356563
b-H20-NH3@1@2	0.14935518876591192
a@1@2	0.0
a-H20@1@2	0.0
a-NH3@1@2	0.0
y@1@2	0.6945588114051942
y-H20@1@2	0.295397666778375
y-NH3@1@2	0.27079266946656505
y(iso)@1@2	0.5316911820587092
y-H20-H20@1@2	0.09025856832543842
y-H20-NH3@1@2	0.11170182097995424
b@2@2	0.16775562869720953
b-H20@2@2	0.15075605422763502
b-NH3@2@2	0.16157641589685276
b(iso)@2@2	0.15971701481831507
b-H20-H20@2@2	0.10635330713234753
b-H20-NH3@2@2	0.11797058848303506
a@2@2	0.0
a-H20@2@2	0.0
a-NH3@2@2	0.0
y@2@2	0.22640979311805567
y-H20@2@2	0.22025903623283574
y-NH3@2@2	0.22313909146760375
y(iso)@2@2	0.21058634293601444
y-H20-H20@2@2	0.1560136407851999
y-H20-NH3@2@2	0.1755991840201981
b@1@3	0.3707139651341705
b-H20@1@3	0.1927338517554377
b-NH3@1@3	0.16511250349859968
b(iso)@1@3	0.24414958913643775
b-H20-H20@1@3	0.07507914770831789
b-H20-NH3@1@3	0.07691134623391815
a@1@3	0.0
a-H20@1@3	0.0
a-NH3@1@3	0.0
y@1@3	0.4147697727700272
y-H20@1@3	0.1572428912901613
y-NH3@1@3	0.13709952440404113
y(iso)@1@3	0.27971132572400054
y-H20-H20@1@3	0.06742598516492362
y-H20-NH3@1@3	0.07384108089546189
b@2@3	0.3466761780249475
b-H20@2@3	0.24937356202664498
b-NH3@2@3	0.2495831014639899
b(iso)@2@3	0.30592164445476144
b-H20-H20@2@3	0.13695816710429493
b-H20-NH3@2@3	0.14510135484474795
a@2@3	0.0
a-H20@2@3	0.0
a-NH3@2@3	0.0
y@2@3	0.4259431782943062
y-H20@2@3	0.2570588067688076
y-NH3@2@3	0.27383209685085425
y(iso)@2@3	0.39925673852162014
y-H20-H20@2@3	0.1303380602878788
y-H20-NH3@2@3	0.14756613816414957
b@3@3	0.08939864048609465
b-H20@3@3	0.11893438174999255
b-NH3@3@3	0.12494930144444932
b(iso)@3@3	0.08903596642964154
b-H20-H20@3@3	0.11084908423921289
b-H20-NH3@3@3	0.11506926645401012
a@3@3	0.0
a-H20@3@3	0.0
a-NH3@3@3	0.0
y@3@3	0.11685532509780203
y-H20@3@3	0.11499774673246095
y-NH3@3@3	0.11880292049608061
y(iso)@3@3	0.12038808733877492
y-H20-H20@3@3	0.12875086070836766
y-H20-NH3@3@3	0.13788944010181114
b@1@4	0.216548411793387
b-H20@1@4	0.10410075992295775
b-NH3@1@4	0.09781025591712128
b(iso)@1@4	0.13758831409443484
b-H20-H20@1@4	0.05739771125795331
b-H20-NH3@1@4	0.05843247375446336
a@1@4	0.0
a-H20@1@4	0.0
a-NH3@1@4	0.0
y@1@4	0.24985592982315805
y-H20@1@4	0.09533062611388232
y-NH3@1@4	0.08468032874553275
y(iso)@1@4	0.15704429236124848
y-H20-H20@1@4	0.05180396909700344
y-H20-NH3@1@4	0.05627393212515653
b@2@4	0.32198286757649786
b-H20@2@4	0.21353653687502086
b-NH3@2@4	0.21602072691848387
b(iso)@2@4	0.2902426882449626
b-H20-H20@2@4	0.11676492430291605
b-H20-NH3@2@4	0.12496683366308695
a@2@4	0.0
a-H20@2@4	0.0
a-NH3@2@4	0.0
y@2@4	0.35769477510625663
y-H20@2@4	0.1927039981260175
y-NH3@2@4	0.20240263182375165
y(iso)@2@4	0.3374672674514652
y-H20-H20@2@4	0.11239761611572271
y-H20-NH3@2@4	0.12068286730225072
b@3@4	0.21405974097353148
b-H20@3@4	0.17410903809925893
b-NH3@3@4	0.18158420672200729
b(iso)@3@4	0.2167266798046896
b-H20-H20@3@4	0.1317207640955826
b-H20-NH3@3@4	0.1370140401082652
a@3@4	0.0
a-H20@3@4	0.0
a-NH3@3@4	0.0
y@3@4	0.2617922640801864
y-H20@3@4	0.19913142750845367
y-NH3@3@4	0.21480976423837522
y(iso)@3@4	0.26926369183651044
y-H20-H20@3@4	0.14411395685628967
y-H20-NH3@3@4	0.15696389254438697
b@4@4	0.07562386189098932
b-H20@4@4	0.10037884973275003
b-NH3@4@4	0.10195359874722117
b(iso)@4@4	0.07617813318648042
b-H20-H20@4@4	0.09693386449262542
b-H20-NH3@4@4	0.09928632706883082
a@4@4	0.0
a-H20@4@4	0.0
a-NH3@4@4	0.0
y@4@4	0.09930108692244417
y-H20@4@4	0.08836074105235499
y-NH3@4@4	0.0911468328250147
y(iso)@4@4	0.1041292920965371
y-H20-H20@4@4	0.1096508093904618
y-H20-NH3@4@4	0.11206949703662664
